Rank,Name,Team,ByeWeek,Age,Position,PositionRank,Week1ADP,Week2ADP,Week3ADP,HighestADP,LowestADP,AverageDraftPositionPPR
726,Arrelious Benn,JAX,5,34,WR,WR244,null,null,null,null,null,717
727,TJ Graham,PHI,4,33,WR,WR245,null,null,null,null,null,718
728,Ifeanyi Momah,ARI,9,33,WR,WR246,null,null,null,null,null,719
729,Chris Pantale,PHI,4,32,TE,TE139,null,null,null,null,null,720
730,Tony Moeaki,CHI,9,35,TE,TE140,null,null,null,null,null,721
731,Orson Charles,DET,10,32,TE,TE141,null,null,null,null,null,722
732,Dominique Jones,MIA,8,35,TE,TE142,null,null,null,null,null,723
733,Brandon Williams,SEA,5,35,TE,TE143,null,null,null,null,null,724
734,Marcel Jensen,WAS,9,33,TE,TE144,null,null,null,null,null,725
735,Nathan Palmer,LV,10,33,WR,WR247,null,null,null,null,null,726
736,Shaquelle Evans,JAX,5,32,WR,WR248,null,null,null,null,null,727
737,LaRon Byrd,CAR,7,33,WR,WR249,null,null,null,null,null,728
738,Kyle Williams,NYJ,11,34,WR,WR250,null,null,null,null,null,729
739,Marcus Lucas,SEA,5,31,WR,WR251,null,null,null,null,null,730
740,Tim Wright,DET,10,32,TE,TE145,null,null,null,null,null,731
741,Bernard Pierce,NYJ,11,32,RB,RB188,null,null,null,null,null,732
742,Bear Pascoe,NE,9,37,TE,TE146,null,null,null,null,null,733
743,Chase Coffman,IND,10,36,TE,TE147,null,null,null,null,null,734
744,BJ Daniels,CHI,9,33,QB,QB104,null,null,null,null,null,735
745,Darrel Young,CHI,9,35,FB,RB189,null,null,null,null,null,736
746,Lance Moore,ATL,11,39,WR,WR252,null,null,null,null,null,737
747,Nikita Whitlock,NYG,8,31,RB,RB190,null,null,null,null,null,738
748,Zach Hocker,CIN,9,31,K,K40,null,null,null,null,null,739
749,Lache Seastrunk,NYJ,11,31,RB,RB191,null,null,null,null,null,740
750,Christian Ponder,SF,8,35,QB,QB105,null,null,null,null,null,741
751,Antone Smith,NYJ,11,37,RB,RB192,null,null,null,null,null,742
752,Dylan Thompson,LAR,8,29,QB,QB106,null,null,null,null,null,743
753,Terrence Magee,LAR,8,28,RB,RB193,null,null,null,null,null,744
754,Antwan Goodley,SEA,5,31,WR,WR253,null,null,null,null,null,745
755,Da'Ron Brown,KC,5,31,WR,WR254,null,null,null,null,null,746
756,Freddie Martino,TB,6,31,WR,WR255,null,null,null,null,null,747
757,Issac Blakeney,PIT,8,30,WR,WR256,null,null,null,null,null,748
758,Rashaun Allen,PIT,8,33,TE,TE148,null,null,null,null,null,749
759,Geoff Swaim,DAL,7,29,TE,TE149,408,408,408,408,408,750
760,Brad Sorensen,MIN,6,34,QB,QB107,null,null,null,null,null,751
761,D.J. Foster,NE,9,29,RB,RB194,null,null,null,null,null,753
762,Nelson Spruce,LAR,8,30,WR,WR257,null,null,null,null,null,754
763,James Wilder,BUF,10,30,RB,RB195,null,null,null,null,null,755
764,Darius Jackson,DAL,7,29,RB,RB196,null,null,null,null,null,756
765,Josh Boyce,CLE,13,31,WR,WR258,null,null,null,null,null,757
766,Pittsburgh Steelers,PIT,8,null,DST,DST15,147,147,147,147,147,780
767,Jacksonville Jaguars,JAX,5,null,DST,DST16,192,192,192,192,192,784
768,Tampa Bay Buccaneers,TB,6,null,DST,DST17,138.9,138.9,138.9,138.9,138.9,785
769,Buffalo Bills,BUF,10,null,DST,DST18,117.3,117.3,117.3,117.3,117.3,786
770,Washington Commanders,WAS,9,null,DST,DST19,160.5,160.5,160.5,160.5,160.5,787
771,Miami Dolphins,MIA,8,null,DST,DST20,158.9,158.9,158.9,158.9,158.9,788
772,New York Giants,NYG,8,null,DST,DST21,180,180,180,180,180,789
773,Los Angeles Chargers,LAC,11,null,DST,DST22,145.7,145.7,145.7,145.7,145.7,790
774,Chicago Bears,CHI,9,null,DST,DST23,159.4,159.4,159.4,159.4,159.4,791
775,Baltimore Ravens,BAL,8,null,DST,DST24,158.5,158.5,158.5,158.5,158.5,792
776,Indianapolis Colts,IND,10,null,DST,DST25,148.4,148.4,148.4,148.4,148.4,793
777,Detroit Lions,DET,10,null,DST,DST26,148.9,148.9,148.9,148.9,148.9,794
778,Atlanta Falcons,ATL,11,null,DST,DST27,187,187,187,187,187,795
779,Tennessee Titans,TEN,13,null,DST,DST28,164.6,164.6,164.6,164.6,164.6,796
780,New Orleans Saints,NO,5,null,DST,DST29,156.8,156.8,156.8,156.8,156.8,797
781,Cleveland Browns,CLE,13,null,DST,DST30,169.5,169.5,169.5,169.5,169.5,798
782,San Francisco 49ers,SF,8,null,DST,DST31,140.9,140.9,140.9,140.9,140.9,799
783,Dallas Cowboys,DAL,7,null,DST,DST32,161,161,161,161,161,800
